2025-09-29 16:56:44 | INFO     | __main__:_setup_logging:74 - Logging system initialized
2025-09-29 16:56:44 | INFO     | __main__:__init__:49 - ECHO XV4 System initializing...
2025-09-29 16:56:44 | INFO     | __main__:initialize_systems:82 - Starting ECHO XV4 subsystem initialization...
2025-09-29 16:56:44 | INFO     | __main__:initialize_systems:85 - Initializing Consciousness Core...
2025-09-29 16:56:44 | INFO     | echo_xv4.core.commander_auth:_load_commander_profiles:69 - Commander profiles loaded
2025-09-29 16:56:44 | INFO     | echo_xv4.core.commander_auth:__init__:51 - Commander Authentication System initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.core.system_monitor:__init__:62 - System Monitor initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.core.consciousness:__init__:49 - ECHO XV4 Consciousness initialized at 2025-09-29 16:56:44.493078
2025-09-29 16:56:44 | INFO     | __main__:initialize_systems:89 - Initializing Vision System...
2025-09-29 16:56:44 | INFO     | echo_xv4.core.human_database:_create_sovereign_commander_profile:317 - Sovereign Commander profile updated with gender information
2025-09-29 16:56:44 | INFO     | echo_xv4.core.human_database:initialize_database:281 - Human database schema initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.core.human_database:__init__:219 - Human Database System initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.vision.facial_recognition:__init__:67 - Facial Recognition System initialized - Security Level: OPERATIONAL
2025-09-29 16:56:44 | INFO     | echo_xv4.vision.display_manager:__init__:58 - Display Manager initialized for 1 screen at (800, 600)
2025-09-29 16:56:44 | INFO     | echo_xv4.vision.vision_core:__init__:62 - Vision System initialized
2025-09-29 16:56:44 | INFO     | __main__:initialize_systems:93 - Initializing Hearing System...
2025-09-29 16:56:44 | INFO     | echo_xv4.hearing.wake_word_detector:__init__:45 - Wake Word Detector initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.hearing.speech_processor:__init__:63 - Speech Processor initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.hearing.hearing_core:__init__:74 - Hearing System initialized
2025-09-29 16:56:44 | INFO     | __main__:initialize_systems:97 - Initializing Voice System...
2025-09-29 16:56:44 | INFO     | echo_xv4.voice.tts_engine:__init__:45 - TTS Engine initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.voice.emotion_processor:__init__:127 - Emotion Processor initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.voice.voice_core:__init__:74 - Voice System initialized
2025-09-29 16:56:44 | INFO     | echo_xv4.core.consciousness:initialize_subsystems:59 - Subsystems initialized
2025-09-29 16:56:44 | INFO     | __main__:_setup_system_callbacks:160 - System callbacks configured
2025-09-29 16:56:44 | INFO     | __main__:initialize_systems:112 - All subsystems initialized successfully
2025-09-29 16:56:44 | INFO     | __main__:start_systems:168 - Starting ECHO XV4 systems...
2025-09-29 16:56:44 | INFO     | echo_xv4.voice.voice_core:_initialize_audio:120 - Audio system initialized
2025-09-29 16:56:49 | INFO     | echo_xv4.voice.tts_engine:_test_api_connection:91 - OpenAI TTS API connection successful
2025-09-29 16:56:49 | INFO     | echo_xv4.voice.tts_engine:initialize:60 - TTS Engine initialized successfully
2025-09-29 16:56:49 | INFO     | echo_xv4.voice.emotion_processor:initialize:133 - Emotion Processor initialized successfully
